id,keyword,location,text,target,cleaned_text,text_length,word_count
6852,injury,Sin City,Anybody got a status update on Dale Dabone? He had a pretty serious injury not too long ago. Hope he's on the mend.,1,anybody got a status update on dale dabone he had a pretty serious injury not too long ago hope hes on the mend,111,23
3066,dead,,"Grandmother was in the graveyard working, I wonder where Kate bush is they quipped? All the while, Father was dead.. . ( ≧Д≦)",0,grandmother was in the graveyard working i wonder where kate bush is they quipped all the while father was dead,111,20
8232,quarantine,,when do you guys release rainbow six quarantine?,0,when do you guys release rainbow six quarantine,47,8
7937,oil%20spill,"Treaty 6, Alabamaberta",The BP oil spill in the gulf landed that whiney “I just want my life back” CEO a 40 m… https://t.co/HuIwKfw8Uf,0,the bp oil spill in the gulf landed that whiney i just want my life back ceo a m,80,19
8955,screamed,Living rent free in your head!,"Everything I've ever screamed about in one beautiful thread. Thank You, Bravo! https://t.co/ODmw1LmZh3",0,everything ive ever screamed about in one beautiful thread thank you bravo,74,12
2924,damage,,"Dumbing down is a trend, as is ordinary people taken in by the cult of celebrity, which is simply to exploit t… https://t.co/qlo5Un7QiB",0,dumbing down is a trend as is ordinary people taken in by the cult of celebrity which is simply to exploit t,108,22
8271,quarantine,"Fort Collins, CO",No reason to quarantine.,0,no reason to quarantine,23,4
3885,destroy,cbkist🌈,"For EXO-L all over the world !? If you stop liking it, friends, please don't throw away the album and destroy the merch…",0,for exol all over the world if you stop liking it friends please dont throw away the album and destroy the merch,112,22
609,attacked,,"India Attacked by Islamic Terrorists (AGAIN) - Leftist Media Silent! Hundreds of Jihadists attacked Hindus, looted &amp; burned 1…",1,india attacked by islamic terrorists again leftist media silent hundreds of jihadists attacked hindus looted amp burned,119,17
2553,collision,🇭🇰,"Some ""zombie companies"" loan a lot for production that worth nothing in the market in China. Like s… https://t.co/PdQUJK6Vkg",0,some zombie companies loan a lot for production that worth nothing in the market in china like s,96,18
6839,injuries,"Oswestry, UK",I hope today finds you recovering from your injuries.,0,i hope today finds you recovering from your injuries,52,9
2101,catastrophe,"Bristol, England","In the midst of an environmental catastrophe and human tragedy, there’s still a sense of humour to keep people goin… https://t.co/kPDflZZdoq",0,in the midst of an environmental catastrophe and human tragedy theres still a sense of humour to keep people goin,113,20
280,annihilated,"Nashville, TN","All valid, and total body of work matters, but LSU proved to me they were the worthy 1 seed when t… https://t.co/ghzKZC7Blw",0,all valid and total body of work matters but lsu proved to me they were the worthy seed when t,94,20
2300,cliff%20fall,,My greatest talent is being too lazy to check my bag in a fast food line and then wanting to fall off a cliff when… https://t.co/seAIJdSEXK,0,my greatest talent is being too lazy to check my bag in a fast food line and then wanting to fall off a cliff when,114,25
6098,hailstorm,nawf carolina,She absolutely does. 🌹,0,she absolutely does,19,3
6169,harm,"New York, USA",I have no hate or animosity for anybody on this earth. Please don’t take nothing I say on this app too serious. I mean…,0,i have no hate or animosity for anybody on this earth please dont take nothing i say on this app too serious i mean,115,24
5950,floods,"Belper, England","We have no idea how many more rounds there are! But we’ve already shown in the League &amp; Cup, plus our response to t… https://t.co/plzx6U57CV",0,we have no idea how many more rounds there are but weve already shown in the league amp cup plus our response to t,114,24
695,avalanche,,Prayers for those who are stuck and those who lost their lives in the avalanche at #NeelumValley #Pakistan #,1,prayers for those who are stuck and those who lost their lives in the avalanche at neelumvalley pakistan,104,18
5684,first%20responders,"Alberta, Canada",When your Premier has to shove his petrosexuality down your throat constantly because it's the only thing that lubr… https://t.co/oZEehj4VsE,0,when your premier has to shove his petrosexuality down your throat constantly because its the only thing that lubr,114,19
378,armageddon,無断転載及び加工、自作発言、SNS使用等❌！保存一言ください,65RT↑270♡↑ Thanks!,0,rt thanks,9,2
9979,terrorism,"Knoxville, TN","The White House Press Secretary just equated Muslim garb with terrorism, and it's barely a blip in the news cycle. It's been…",0,the white house press secretary just equated muslim garb with terrorism and its barely a blip in the news cycle its been,120,22
3919,destroyed,,"We have destroyed crops and aquatic resources, damages to properties, and livelihood of people that has been tempora…",0,we have destroyed crops and aquatic resources damages to properties and livelihood of people that has been tempora,114,18
8830,ruin,,I ruin everything I touch,0,i ruin everything i touch,25,5
232,annihilated,Earth,You get ready by picking your weapon of choice. I chose a lute. Of course thinking 'everything will… https://t.co/3GI3quVh5W,0,you get ready by picking your weapon of choice i chose a lute of course thinking everything will,96,18
6855,injury,,"Ornstein: Arteta feels he has a strong enough squad for time being, considering players are yet to come back from injury…",0,ornstein arteta feels he has a strong enough squad for time being considering players are yet to come back from injury,118,21
8314,quarantined,fgo JP 448 270 473,We got a new baby today!!! She'll move into the big cage with natsu in maybe a week after shes quarantined but shes… https://t.co/tP8PHOwgT8,0,we got a new baby today shell move into the big cage with natsu in maybe a week after shes quarantined but shes,111,23
8394,razed,"Abuja, Nigeria","A fire outbreak has razed down 39 shops, ravaging furniture worth over N21 million at Kugbo furniture market in Abuja. Re…",1,a fire outbreak has razed down shops ravaging furniture worth over n million at kugbo furniture market in abuja re,114,20
10055,terrorist,Nigeria,Don't ever tag me with a terrorist 😠😠,0,dont ever tag me with a terrorist,33,7
7782,obliterate,,panels that obliterate stone ocean fans https://t.co/nH1E87D7ae,0,panels that obliterate stone ocean fans,39,6
10633,upheaval,London,Schools should brace for five years of upheaval from a triumphant party with Gove at its heart https://t.co/xhtB8XfFNI,0,schools should brace for five years of upheaval from a triumphant party with gove at its heart,94,17
187,airplane%20accident,,Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.' https://…,1,germanys foreign minister heiko maas says it must be assumed the airplane crash in iran was a terrible accident,111,19
3047,dead,,"quite bold of the cultivation world to publicly denounce wwx and his methods but once hes dead, steal his ideas and impl…",0,quite bold of the cultivation world to publicly denounce wwx and his methods but once hes dead steal his ideas and impl,119,22
7424,mayhem,"Brisbane, Australia",I have questions 🤔😆,0,i have questions,16,3
4175,disaster,,Trump's Education Secretary has been a disaster for student borrowers. She's gutted the much needed Public Service Loan Forg…,0,trumps education secretary has been a disaster for student borrowers shes gutted the much needed public service loan forg,121,19
5705,flames,India,This was just #Chhapaak &amp; for the stunt #DeepikaPadukone did by standing with #JNU leftist gоons. DONT FORGET there is a long…,0,this was just chhapaak amp for the stunt deepikapadukone did by standing with jnu leftist gons dont forget there is a long,122,22
3955,destroyed,"San Antonio, TX",I've only had to make that decision once and it almost destroyed me. I couldn't get another dog for over 3 years. https://t.co/0z6Pd69Zw2,0,ive only had to make that decision once and it almost destroyed me i couldnt get another dog for over years,107,21
4601,earthquake,兵庫 神戸市 中央区,「Disasters + Creative” #Exhibition- Practice at Parsons School of Design and 25-Year History of the Great Hanshin-A… https://t.co/R7DtXt4k7D,0,disasters creative exhibition practice at parsons school of design and year history of the great hanshina,105,16
733,battle,,"Umar Khalid, who did his master’s, MPhil and PhD in history from JNU, recounted his days on the Delhi campus when they dared t…",0,umar khalid who did his masters mphil and phd in history from jnu recounted his days on the delhi campus when they dared t,122,24
5076,evacuated,,"Time to aid the helpless, evacuated their homes, abandon their properties in haste due to fortuituous event…",0,time to aid the helpless evacuated their homes abandon their properties in haste due to fortuituous event,105,17
11185,wounds,,wow my babyyyy HA YOONBIN 하윤빈 (BEN) - Wounds (Official M/V) https://t.co/rUu60dRtm2 via,0,wow my babyyyy ha yoonbin ben wounds official mv via,52,10
10316,tragedy,s,You know what else is natural AND a tragedy? You.,0,you know what else is natural and a tragedy you,47,10
3057,dead,"Karachi, Pakistan",At least 56 people dead in #Pakistani administered #Kashmir #NeelumValley after avalanches hit scores of houses. Authorit…,1,at least people dead in pakistani administered kashmir neelumvalley after avalanches hit scores of houses authorit,114,16
9380,smoke,"New York, NY","Rain offers Australian bushfire hope, but smoke hits tennis stars: Physorg https://t.co/KkOYmfxmcI MORE w/ EcoSear… https://t.co/QityDBeIYD",1,rain offers australian bushfire hope but smoke hits tennis stars physorg more w ecosear,87,14
729,battle,,K-One Its offline protest is ongoing right now. LED trucks are currently in Yuehua. One Its! This fight is not an over…,0,kone its offline protest is ongoing right now led trucks are currently in yuehua one its this fight is not an over,114,22
2316,collapse,,"The state has made several big interventions across the electricity industry since 2014 “to avoid total collapse,” the firm…",0,the state has made several big interventions across the electricity industry since to avoid total collapse the firm,115,18
11193,wounds,t13 ' ikon,I miss you #Ben_Wounds https://t.co/TcUsaaZNYF,0,i miss you benwounds,20,4
4105,devastated,México,"""OMG it's totally normal to be devastated when an idol reveals news about their love life."" BITCH NO IT ISN'T!! You DO NOT…",0,omg its totally normal to be devastated when an idol reveals news about their love life bitch no it isnt you do not,115,23
9444,snowstorm,,not when the swing states are whiter then a grain of rice on a paper plate in the middle of a snowstorm,0,not when the swing states are whiter then a grain of rice on a paper plate in the middle of a snowstorm,103,22
1863,burned,Planet Earth,"""This devastating loss due to the fires is simply unfathomable."" Since August, about 7 million acres — about a sixth of t…",1,this devastating loss due to the fires is simply unfathomable since august about million acres about a sixth of t,113,20
10144,thunder,,"I’d pick your thunder, i’d pick your rain over anyone’s sunshine any day.",0,id pick your thunder id pick your rain over anyones sunshine any day,68,13
1482,bomb,,"ARMYs are trending #ThankYouBigHit to show their appreciation towards Bighit, for providing subtitles on the new Bangta…",0,armys are trending thankyoubighit to show their appreciation towards bighit for providing subtitles on the new bangta,117,17
975,bleeding,,But at Anfield we actually found out that the Roma scars were just lightly bandaged and they got opened up again to… https://t.co/6N2B90imv7,0,but at anfield we actually found out that the roma scars were just lightly bandaged and they got opened up again to,115,22
101,aftershock,"Bum Fuck, California",I think it’s an aftershock from ’s lyrical beat down. Brent never recovered.,0,i think its an aftershock from s lyrical beat down brent never recovered,72,13
6874,injury,,"Disappointing if true. Even if he wants Luiz and Papa as his established CBs, where are the reinforcemen… https://t.co/sZNuQmKWUd",0,disappointing if true even if he wants luiz and papa as his established cbs where are the reinforcemen,102,18
1145,blizzard,Ukraine,First Arcanist Thalyssra Fan Art { from weibo } Drawn By Silver Cups 🖌 #Worldofwarcraft #nightborne #Thalyssra #Ar…,0,first arcanist thalyssra fan art from weibo drawn by silver cups worldofwarcraft nightborne thalyssra ar,104,15
4593,dust%20storm,💍/ / @ᴅᴇɪᴛʏᴏғʜᴇᴀᴠᴇɴs ♡,"—&gt; “Hm?” Oh, he forgot about the shot that his wife had sent to him from her end. With a quick ra… https://t.co/k1BcTkAYle",0,gt hm oh he forgot about the shot that his wife had sent to him from her end with a quick ra,92,22
8691,riot,Las Vegas,"Fuck you you listen to those WITH MOST reports, fuck the contexts of the game. What's that I say curse w… https://t.co/8aiu6Zd8Yr",0,fuck you you listen to those with most reports fuck the contexts of the game whats that i say curse w,101,21
512,arsonist,,Bullying &amp; harassing people who disagree with your candidate’s assessment that a woman can’t beat Trump is not the path…,0,bullying amp harassing people who disagree with your candidates assessment that a woman cant beat trump is not the path,119,20
11239,wreck,,The forgotten nasty wreck between Landon Cassill and Jeffery Earnhardt at the Brickyard in 2018 https://t.co/Bi6C5brbVH,1,the forgotten nasty wreck between landon cassill and jeffery earnhardt at the brickyard in,90,14
5397,fatalities,"Johannesburg, South Africa",A total of 24 road fatalities were reported during the festive season by the Ekurhuleni Metro Police Department bet… https://t.co/V0SM6rXvsV,1,a total of road fatalities were reported during the festive season by the ekurhuleni metro police department bet,112,18
5364,fatalities,Perpignan PGF/LFMP,"Airnautic were an unlucky French operator of the Vickers Viking, losing three in accidents. The worst was that of F-BJ…",0,airnautic were an unlucky french operator of the vickers viking losing three in accidents the worst was that of fbj,115,20
10323,tragedy,,"Over on the #Patreon feed, it's an epic deep dive into Act 1 of The Tragedy of Mariam. Not sure if we can release t… https://t.co/EysZsOCXpW",0,over on the patreon feed its an epic deep dive into act of the tragedy of mariam not sure if we can release t,109,24
7874,obliterated,Florida,"I just saw that gun girl’s ig bio says “taxation is theft”; accountants are shaking, EY and Deloitte were obliterated",0,i just saw that gun girls ig bio says taxation is theft accountants are shaking ey and deloitte were obliterated,112,20
8876,sandstorm,,How soon can South Carolina replace Sandstorm with something half as fun as Neck? Bring the Swag back.,0,how soon can south carolina replace sandstorm with something half as fun as neck bring the swag back,100,18
6200,hazard,"Texas, USA",This is helpful information. Send the date &amp; location where videos or pictures like this are taken &amp; I’ll have the Texa…,0,this is helpful information send the date amp location where videos or pictures like this are taken amp ill have the texa,121,22
8478,refugees,,"Descendants of Islamists in India who demanded Pakistan but chose to remain here, now oppose providing citizenship to desc…",0,descendants of islamists in india who demanded pakistan but chose to remain here now oppose providing citizenship to desc,121,19
6598,hostage,,The US is a proxy for the Rothschild banking cartel. How else could they block Iraq's accounts? https://t.co/rOAD3GVBzx U…,0,the us is a proxy for the rothschild banking cartel how else could they block iraqs accounts u,94,18
5209,explosion,"Los Angeles, CA",This explosion of practical effects in the restored original ending... you love to see it! https://t.co/syt1wZ0s7k,0,this explosion of practical effects in the restored original ending you love to see it,86,15
8731,rioting,Jaipur,"Men covering faces due to stench from decaying corpses lying in street after bloody rioting between Hindus &amp; Muslims, Calcutt…",1,men covering faces due to stench from decaying corpses lying in street after bloody rioting between hindus amp muslims calcutt,126,20
3631,derail,,"Carney needs sacking the man is a liar, a fraud and a mountebank, a sly duplicitous pe… https://t.co/UYlTM8ubx0",0,carney needs sacking the man is a liar a fraud and a mountebank a sly duplicitous pe,84,17
3153,death,Coney Island NY,#imrankhanpti you are really a incompetent prime minister you have destroyed the economy because legally its too ha… https://t.co/gGvjlOjx71,0,imrankhanpti you are really a incompetent prime minister you have destroyed the economy because legally its too ha,114,18
346,apocalypse,w domu u keanu,chodzi ci o Apocalypse?,0,chodzi ci o apocalypse,22,4
4164,disaster,,Judging trans people for being stealth is transphobic. Stop it. I was stealth for several years before I became an activist.…,0,judging trans people for being stealth is transphobic stop it i was stealth for several years before i became an activist,121,21
10349,trapped,,"Years after coup, purged civil servants feel trapped in Turkey https://t.co/fDfINi1c6a via",0,years after coup purged civil servants feel trapped in turkey via,65,11
3155,death,NYC,"Eight people shot to death in Philly this weekend. Many more shot. Four more shot since this afternoon, including a college stu…",1,eight people shot to death in philly this weekend many more shot four more shot since this afternoon including a college stu,124,22
10431,trauma,My universe 🌌,"omg yes, never thought about it that way, pearljrs family are important, but fuck anyone else's… https://t.co/FvBB91I7SY",0,omg yes never thought about it that way pearljrs family are important but fuck anyone elses,91,16
1758,buildings%20on%20fire,India,"Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targeted h…",1,sad news coming from bhainsa nirmal district telangana peaceful stone pelter and mobs have selectively targeted h,113,17
9672,suicide%20bomb,"Newberry, MI",ISIS strap suicide vests to PUPPIES in horror footage of sick front line bomb tactic https://t.co/Ed7oqMVvFN,0,isis strap suicide vests to puppies in horror footage of sick front line bomb tactic,84,15
803,bioterror,UK- Wales,Does the push for #mass #vaccination point toward a staged #bioterror event? - https://t.co/CNZbxD73Ej,0,does the push for mass vaccination point toward a staged bioterror event,72,12
6402,hellfire,Worldwide,Hairy Curtain Crust looking like a selection of streaky rashers on the Hellfire trail! #fungus #nature #thephotoHour #…,0,hairy curtain crust looking like a selection of streaky rashers on the hellfire trail fungus nature thephotohour,112,17
8954,screamed,"Birmingham, UK",This is why you should listen to 👍 “Enclosed text fields with a rectangular (box) shape performed better…,0,this is why you should listen to enclosed text fields with a rectangular box shape performed better,99,17
8273,quarantine,"Brentwood, TN",Quarantine is a bit excessive,0,quarantine is a bit excessive,29,5
574,attack,"Los Angeles, CA","""Make no mistake. This is a full-on attack on our 2020 election."" — on The New York Times report that Russians…",0,make no mistake this is a fullon attack on our election on the new york times report that russians,98,19
3698,derailed,The BASSment,"So, today I learned that Jerry Springer was formerly a lawyer and politician, and was once the mayor of Cincinnati?? And h…",0,so today i learned that jerry springer was formerly a lawyer and politician and was once the mayor of cincinnati and h,118,22
4832,emergency%20services,"Victoria, Australia","Casterton-Apsley Rd (C211), Dergholm - Road Closed - Emergency Services Access Only,… https://t.co/dYa7sRirGj #victraffic",1,castertonapsley rd c dergholm road closed emergency services access only victraffic,83,11
9031,screams,"New Jersey, USA","Oh Ankh, your words are always a balm. Also, you should join us...Our new collabora… https://t.co/J3krLZbUgt",0,oh ankh your words are always a balm also you should join usour new collabora,77,15
182,airplane%20accident,Qom,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ",1,although its late i extend my condolences to all the families of the victims of the ukrainian airplane falling,110,19
5997,forest%20fires,Australia,"The climate does not cause forest fires. They are caused by mis-management (silly green-think), lightning, campfires, ciga…",0,the climate does not cause forest fires they are caused by mismanagement silly greenthink lightning campfires ciga,114,17
6262,hazardous,"Melbourne, Victoria (Boon wurrung)","Melbourne's air quality on Tuesday morning is at levels worse than predicted due to an influx of bushfire smoke, plummeting to…",1,melbournes air quality on tuesday morning is at levels worse than predicted due to an influx of bushfire smoke plummeting to,124,21
2630,crash,"Vancouver, Canada",Tuesday there will be a vigil for those loss from our Canadian community in the Iranian plan… https://t.co/x3QvcT7bUU,0,tuesday there will be a vigil for those loss from our canadian community in the iranian plan,92,17
3084,dead,,Persona? More like... PERJONAH! #dead #jonahbot,0,persona more like perjonah dead jonahbot,40,6
8161,panicking,it’s dany | she/her | cdgc ♡,this isn’t me panicking and being flustered i’m genuinely laughing so hard at dice tweeting it like that https://t.co/u4GKNulIaI,0,this isnt me panicking and being flustered im genuinely laughing so hard at dice tweeting it like that,102,18
4836,emergency%20services,"Southampton, England",Priti Patel defends inclusion of Extinction Rebellion on UK terror list https://t.co/eUHE7daFhy With threats to cause mayhe…,0,priti patel defends inclusion of extinction rebellion on uk terror list with threats to cause mayhe,99,16
6873,injury,"Lagos, Nigeria",https://t.co/GjgMIw0k3O New article on the blog focused on whether Arsenal can cope with Torreira's injury… https://t.co/xswria9nOS,1,new article on the blog focused on whether arsenal can cope with torreiras injury,81,14
9318,sirens,"California, USA",Oh nice! I know how much you like them that should be fun I’m seeing sleeping with sirens hope they do… https://t.co/QwCiadKYbA,0,oh nice i know how much you like them that should be fun im seeing sleeping with sirens hope they do,100,21
4415,drowned,"Ibadan, Nigeria",Never really been a fan of call-ins. The idea of democratising the broadcast of non-vetted opinions… https://t.co/M2AMViAZkm,0,never really been a fan of callins the idea of democratising the broadcast of nonvetted opinions,96,16
2456,collide,Mumbai,cricbuzz: Heavyweights collide! India-Australia clash to prove ODI supremacy. Cut-throat contest on the cards? gaur… https://t.co/NHkJN6uht2,0,cricbuzz heavyweights collide indiaaustralia clash to prove odi supremacy cutthroat contest on the cards gaur,109,15
6935,inundated,"Dublin, Ireland",We’ve been inundated with applicants for her and she is reserved to a wonderful home. Her futu… https://t.co/W24YCbBvoS,0,weve been inundated with applicants for her and she is reserved to a wonderful home her futu,92,17
1084,blight,,Blame the blight of taxation. Aka theft by government force and violence. For every government job gen… https://t.co/gXHOSrViE1,0,blame the blight of taxation aka theft by government force and violence for every government job gen,100,17
9496,storm,,News: Yellow weather warning for wind in Essex as Storm Brendan sweeps in https://t.co/HkYx5W0ech,1,news yellow weather warning for wind in essex as storm brendan sweeps in,72,13
8202,police,"Nashik, India","Police Inspector Nilesh Mainkar , Senior Police Inspector Fuldas Bhoye &amp; Psi Mundhe , Principal Choudhary mam &amp; T… https://t.co/UVVYYSqlJ5",0,police inspector nilesh mainkar senior police inspector fuldas bhoye amp psi mundhe principal choudhary mam amp t,113,17
2224,chemical%20emergency,Victoria,Chemical Hazard - Advice for Cobram. For more info: https://t.co/g95XnMfVhg #vichazmat,1,chemical hazard advice for cobram for more info vichazmat,57,9
3918,destroyed,,The restaurant was forced to ____________ its doors after a fire destroyed the kitchen. A.closes B.closed C.clos… https://t.co/SWFsEYTPaA,0,the restaurant was forced to its doors after a fire destroyed the kitchen acloses bclosed cclos,95,16
11294,wreck,New England,It is like watching a slow motion train-wreck and the prince is unlikely to walk away unharmed in the after…,0,it is like watching a slow motion trainwreck and the prince is unlikely to walk away unharmed in the after,106,20
9563,stretcher,"San Francisco, CA",get the stretcher #idie https://t.co/A1g9nLacWC,0,get the stretcher idie,22,4
5927,floods,"Dublin, Ireland",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,water levels in venice drastically drop two months after floods,63,10
2531,collided,"Manassas, VA",So? Why couldn’t both be true? According to Warren that’s exactly what happened. Stating his persona…,0,so why couldnt both be true according to warren thats exactly what happened stating his persona,95,16
829,bioterrorism,"Washington,DC",That sandwich was bioterrorism.,0,that sandwich was bioterrorism,30,4
1879,burning,,What do you need to start a successful business? Three simple things 1)know your product better than anyone 2)know your cus…,0,what do you need to start a successful business three simple things know your product better than anyone know your cus,118,21
218,ambulance,"Namibia,rundu,ondangwa,katima,",For all your ambulance 🚑 needs call us today on our Toll-Free number 👉0819696 https://t.co/aWzJw2wxkx,0,for all your ambulance needs call us today on our tollfree number,65,12
7212,loud%20bang,,This one is what gets me. You really hear the bang loud and clear. What a bunch of cheaters https://t.co/w89hhGhLSd,0,this one is what gets me you really hear the bang loud and clear what a bunch of cheaters,89,19
6788,injured,,"Today we honor Lithuanian 🇱🇹 citizens who stood up to &amp; peacefully resisted the Soviet military in January, 1991. Unarmed c…",1,today we honor lithuanian citizens who stood up to amp peacefully resisted the soviet military in january unarmed c,115,19
7585,mudslide,"South Carolina, USA","Joe Rogan Goes On Carnivore Diet, Suffers Explosive Diarrhea - 'A Rainforest Mudslide Overtaking A Mountain Road' https://t.co/XdueBvqIBS",0,joe rogan goes on carnivore diet suffers explosive diarrhea a rainforest mudslide overtaking a mountain road,108,16
475,arson,Port Alfred,Boats on fire in PA small boat harbour – arson suspected https://t.co/k7HGhdjLTQ via,1,boats on fire in pa small boat harbour arson suspected via,58,11
9608,structural%20failure,"Rohnert Park, CA",Innovation is driven by curiosity NOT money. We haven't tried an Open-Source Access economy. Capitalism… https://t.co/ivu5NwpWdi,0,innovation is driven by curiosity not money we havent tried an opensource access economy capitalism,99,15
3203,deaths,United States,So scapegoats then? How fortunate for Trump that the deaths directly resulting from his gross incompetence could be… https://t.co/1qDBojnUOu,0,so scapegoats then how fortunate for trump that the deaths directly resulting from his gross incompetence could be,114,18
552,attack,"Harlow, East",Genuinely Could NOT Agree With You More! I Have Been Abused by Harlow Council For 9+ Yrs C… https://t.co/0Iv4nGQ2aq,0,genuinely could not agree with you more i have been abused by harlow council for yrs c,86,17
7774,obliterate,NY STREETS,"Hillary Clinton: “If I’m President, We Will Attack Iran… We Would be Able to Totally Obliterate Them.” https://t.co/SE…",1,hillary clinton if im president we will attack iran we would be able to totally obliterate them,95,17
5442,fatality,An Uber Away,You’ve been warned...any injury or god forbid fatality is squarely on your shoulders … https://t.co/miEnQPhCxm,0,youve been warnedany injury or god forbid fatality is squarely on your shoulders,80,13
8019,pandemonium,,"Sehun really keeps us sane, I mean after the whole pandemonium yesterday. He posted on his IG today commenting on weather…",0,sehun really keeps us sane i mean after the whole pandemonium yesterday he posted on his ig today commenting on weather,119,21
7448,meltdown,"Idaho, USA","God I love when liberals preach the hate, and blame the supporters of the GREAT 45th POTUS. USA has… https://t.co/P02ws8717d",0,god i love when liberals preach the hate and blame the supporters of the great th potus usa has,95,19
296,annihilation,"Henderson, NV","Like the Iran/Iraq war, I root for mutual annihilation https://t.co/x5Gv676NEY",1,like the iraniraq war i root for mutual annihilation,52,9
4935,engulfed,"Richmond, VA",Authorities in Virginia are trying to determine what happened to a person who was found dead inside a mobile home f… https://t.co/7YcGP1THLo,1,authorities in virginia are trying to determine what happened to a person who was found dead inside a mobile home f,115,21
6518,hijacking,where we park it,"Lol, what us not credible is us going along with the hijacking of our country!",0,lol what us not credible is us going along with the hijacking of our country,76,15
255,annihilated,"Toronto, Ontario",The pores on my nose after getting annihilated by my fingers at 2am: https://t.co/ydkDE1Rs3T,0,the pores on my nose after getting annihilated by my fingers at am,66,13
7297,mass%20murder,"Georgia, USA",Educate me dude. Obviously you have never lost a loved one in a mass murder. I don't need an education from you &amp;… https://t.co/FayxRKPQOu,0,educate me dude obviously you have never lost a loved one in a mass murder i dont need an education from you amp,112,23
10784,volcano,,"Due to the ashfall caused by Taal Volcano's phreatic eruption, vendors decided to give up a day of earning their income by feed…",0,due to the ashfall caused by taal volcanos phreatic eruption vendors decided to give up a day of earning their income by feed,125,23
718,battle,,THIRD aka Lapat Ngamchaweng of Thailand 🇹🇭 makes it as one of the 50 semifinalists in #100AsianHeartthrobs2020. 1 like is…,0,third aka lapat ngamchaweng of thailand makes it as one of the semifinalists in asianheartthrobs like is,104,17
9706,suicide%20bomber,"California, USA",Mexican Border City on High Alert Over Jihad ‘Suicide Bomber’ Threat: Four four nationals of Iran. Democrats and jihad gr…,0,mexican border city on high alert over jihad suicide bomber threat four four nationals of iran democrats and jihad gr,117,20
3510,demolished,Kerala,Funny thing is per the revised CRZ regulation made by M…,0,funny thing is per the revised crz regulation made by m,55,11
4706,electrocute,FL,This old scraggly bearded bastard gonna ask me if I stick my finger in a socket and electrocute myself to get my hair like this...I-,0,this old scraggly bearded bastard gonna ask me if i stick my finger in a socket and electrocute myself to get my hair like thisi,128,25
9283,sirens,"Holly, MI",The sirens are blaring☢☣☢☣ https://t.co/iUArQNn4sP,0,the sirens are blaring,22,4
6757,injured,"Cape Town, South Africa",😂😂😂 Ignorance is a choice. This guy is not fielded because of… https://t.co/p9XAE2wDso,0,ignorance is a choice this guy is not fielded because of,56,11
7578,mudslide,United States,Is it too early for a glass of a mudslide right now? #thirsty #drinks #yummy,0,is it too early for a glass of a mudslide right now thirsty drinks yummy,72,15
764,battle,,s 1656ABAF :Battle ID I need backup! Lvl 100 Colossus Omega https://t.co/YeOnr59F9Z,0,s abaf battle id i need backup lvl colossus omega,49,10
3635,derailed,,"Hi there, we are running a reduced service at the moment due to the derailed freight train, wh…",1,hi there we are running a reduced service at the moment due to the derailed freight train wh,92,18
1896,burning,"San Antonio, TX",Lev’s attorney is burning it down. I love it. Devin Nunes now is the time to tell people what you did https://t.co/Iht…,0,levs attorney is burning it down i love it devin nunes now is the time to tell people what you did,98,21
9119,seismic,"Sydney, Australia",Since late last year I have been conducting #oralhistory interviews with environmental activists. This feels like a histo…,0,since late last year i have been conducting oralhistory interviews with environmental activists this feels like a histo,119,18
1674,bridge%20collapse,,"Collapse of Route 14, Coamo, Puerto Rico - Hanging Bridge https://t.co/etLlMfzYAq",0,collapse of route coamo puerto rico hanging bridge,50,8
6709,hurricane,"Dublin, Ireland","Reasons to be excited about 2020, part 4: 's translation of Fernanda Melchor's HURRICANE SEASON is coming…",0,reasons to be excited about part s translation of fernanda melchors hurricane season is coming,94,15
8569,rescued,"Weardale, Co Durham. England ",Another rescued mumma koala with her little newborn baby🙏🏻🙌🌿☘🐨👶☘🌿🙌🙏🏻 https://t.co/0RmhDlYEzs,1,another rescued mumma koala with her little newborn baby,56,9
8128,panicking,United States,4444!woot! Also. Totally panicking about crazy Agoraphobic panic girl traveling to Texas in literally days! So that's f…,0,woot also totally panicking about crazy agoraphobic panic girl traveling to texas in literally days so thats f,110,18
1650,bridge%20collapse,,And this is the fourth road/bridge collapse in a span of 6 weeks. Just saying.,1,and this is the fourth roadbridge collapse in a span of weeks just saying,73,14
10840,war%20zone,,The Iraqis have been through hell because of the US. Attacked by the US. Recently their sovereignty co… https://t.co/RVu4QQxvLS,1,the iraqis have been through hell because of the us attacked by the us recently their sovereignty co,100,18
3747,derailment,,plse can you explain decision to turf whole train of customers off train at Gatwick because of a derailme… https://t.co/vDDetiHYoR,1,plse can you explain decision to turf whole train of customers off train at gatwick because of a derailme,105,19
7688,nuclear%20disaster,,Return to Fukushima: Inside ground zero nearly nine years after nuclear disaster https://t.co/o7uWEdwFMW,1,return to fukushima inside ground zero nearly nine years after nuclear disaster,79,12
